lambda,rep,congestion_prom,montevideo_prom,montevideo_freq,viento_prom,viento_freq,tormenta_prom,tormenta_freq,atraso_prom
0.1,26,5.176470588235294,11.244444444444444,0.9342592592592592,0.36574074074074076,0.33240740740740743,0.0,0.0,24.47254901960784
0.1,27,2.0412371134020617,0.40555555555555556,0.3824074074074074,0.07314814814814814,0.07037037037037037,0.0,0.0,9.857731958762885
0.1,28,4.089887640449438,0.850925925925926,0.6694444444444444,0.15185185185185185,0.13703703703703704,0.0,0.0,15.813483146067412
0.1,29,3.49,0.0,0.0,0.2537037037037037,0.2351851851851852,0.0,0.0,17.409999999999997
0.1,30,3.5535714285714284,2.675925925925926,0.7787037037037037,0.2537037037037037,0.22870370370370371,0.0,0.0,19.93035714285714
0.1,31,1.7010309278350515,0.075,0.075,0.14074074074074075,0.14074074074074075,0.0,0.0,10.373195876288658
0.1,32,4.518518518518518,4.189814814814815,0.9490740740740741,0.21203703703703702,0.1824074074074074,0.0,0.0,19.062962962962963
0.1,33,3.1020408163265305,0.14907407407407408,0.14907407407407408,0.17592592592592593,0.1537037037037037,0.0,0.0,14.732653061224488
0.1,34,1.5666666666666667,0.0,0.0,0.07222222222222222,0.06574074074074074,0.0,0.0,9.744444444444444
0.1,35,7.009433962264151,5.122222222222222,0.6666666666666666,0.412962962962963,0.3416666666666667,0.0,0.0,29.86415094339623
0.1,36,3.097826086956522,1.8805555555555555,0.387037037037037,0.14351851851851852,0.13796296296296295,0.0,0.0,13.741304347826082
0.1,37,3.2666666666666666,3.6592592592592594,0.9101851851851852,0.1398148148148148,0.1361111111111111,0.0,0.0,12.299999999999995
0.1,38,5.0,1.0787037037037037,0.5268518518518519,0.19907407407407407,0.1648148148148148,0.0,0.0,21.658252427184465
0.1,39,4.287128712871287,5.729629629629629,0.837037037037037,0.26666666666666666,0.2537037037037037,0.0,0.0,18.837623762376232
0.1,40,5.218181818181818,3.7064814814814815,0.8824074074074074,0.2657407407407407,0.23333333333333334,0.0,0.0,24.9
0.1,41,1.8426966292134832,0.0,0.0,0.14166666666666666,0.12037037037037036,0.0,0.0,10.62247191011236
0.1,42,2.4019607843137254,0.1,0.1,0.13518518518518519,0.11944444444444445,0.0,0.0,11.501960784313718
0.1,43,4.901785714285714,2.2351851851851854,0.7111111111111111,0.25277777777777777,0.20833333333333334,0.0,0.0,23.04642857142857
0.1,44,6.548672566371682,5.7592592592592595,0.9074074074074074,0.32314814814814813,0.26481481481481484,0.0,0.0,25.892035398230092
0.1,45,3.3636363636363638,2.096296296296296,0.9462962962962963,0.09537037037037037,0.09537037037037037,0.0,0.0,14.95454545454545
0.1,46,4.925925925925926,3.0462962962962963,0.8925925925925926,0.10462962962962963,0.09537037037037037,0.0,0.0,18.535185185185185
0.1,47,3.98019801980198,4.2518518518518515,0.8953703703703704,0.25462962962962965,0.21388888888888888,0.0,0.0,19.877227722772272
0.1,48,4.9361702127659575,4.566666666666666,0.925,0.22037037037037038,0.19722222222222222,0.0,0.0,21.068085106382973
0.1,49,3.4205607476635516,3.036111111111111,0.774074074074074,0.3333333333333333,0.2898148148148148,0.0,0.0,18.899065420560746
0.2,0,6.6415094339622645,44.681481481481484,0.8907407407407407,0.5018518518518519,0.3990740740740741,0.0,0.0,23.373584905660376
0.2,1,6.848739495798319,37.333333333333336,0.9092592592592592,0.2462962962962963,0.20277777777777778,0.0,0.0,24.10420168067227
0.2,2,6.958333333333333,37.79259259259259,0.9120370370370371,0.2935185185185185,0.24814814814814815,0.0,0.0,24.666666666666675
0.2,3,6.15929203539823,45.61018518518519,0.9231481481481482,0.32685185185185184,0.2935185185185185,0.0,0.0,22.43185840707965
0.2,4,6.603603603603603,51.62407407407407,0.9703703703703703,0.5074074074074074,0.4361111111111111,0.0,0.0,21.491891891891886
0.2,5,7.254385964912281,49.25185185185185,0.975925925925926,0.524074074074074,0.45925925925925926,0.0,0.0,26.37192982456141
0.2,6,6.016806722689076,53.62407407407407,0.937962962962963,0.2861111111111111,0.2388888888888889,0.0,0.0,21.54957983193277
0.2,7,6.983193277310924,54.18055555555556,0.9898148148148148,0.3490740740740741,0.2898148148148148,0.0,0.0,25.38151260504202
0.2,8,7.207207207207207,37.24722222222222,0.9518518518518518,0.49537037037037035,0.3611111111111111,0.0,0.0,27.374774774774774
0.2,9,7.024390243902439,58.775,0.9611111111111111,0.26851851851851855,0.21203703703703702,0.0,0.0,24.396747967479676
0.2,10,6.487179487179487,42.60740740740741,0.937962962962963,0.34629629629629627,0.31666666666666665,0.0,0.0,23.01880341880341
0.2,11,6.918032786885246,39.63425925925926,0.9777777777777777,0.2518518518518518,0.23055555555555557,0.0,0.0,23.649180327868855
0.2,12,6.7844827586206895,36.64351851851852,0.9833333333333333,0.39814814814814814,0.37962962962962965,0.0,0.0,26.074137931034485
0.2,13,6.866071428571429,49.867592592592594,0.950925925925926,0.41759259259259257,0.337037037037037,0.0,0.0,22.87678571428572
0.2,14,6.192,39.13981481481481,0.9564814814814815,0.20185185185185187,0.20185185185185187,0.0,0.0,20.239999999999995
0.2,15,7.628099173553719,34.82592592592592,0.9407407407407408,0.24351851851851852,0.16296296296296298,0.0,0.0,27.823140495867776
0.2,16,6.2368421052631575,54.318518518518516,0.9296296296296296,0.3537037037037037,0.2972222222222222,0.0,0.0,23.01228070175438
0.2,17,6.833333333333333,33.44166666666667,0.9462962962962963,0.29074074074074074,0.2537037037037037,0.0,0.0,25.741666666666674
0.2,18,6.684210526315789,36.239814814814814,0.9296296296296296,0.43425925925925923,0.37777777777777777,0.0,0.0,27.214035087719303
0.2,19,7.537190082644628,42.9,0.937037037037037,0.26296296296296295,0.24537037037037038,0.0,0.0,26.880991735537197
0.2,20,6.5344827586206895,61.91111111111111,0.9740740740740741,0.2972222222222222,0.24074074074074073,0.0,0.0,23.789655172413788
0.2,21,6.756302521008403,40.21296296296296,0.9490740740740741,0.31666666666666665,0.26944444444444443,0.0,0.0,25.163025210084033
0.2,22,6.363636363636363,43.87129629629629,0.9953703703703703,0.3148148148148148,0.2722222222222222,0.0,0.0,21.31900826446281
0.2,23,6.504347826086956,39.608333333333334,0.962037037037037,0.4703703703703704,0.3824074074074074,0.0,0.0,23.90434782608695
0.2,24,6.368421052631579,45.85740740740741,0.9925925925925926,0.3527777777777778,0.3101851851851852,0.0,0.0,22.24035087719298
0.2,25,8.0,46.321296296296296,0.9435185185185185,0.4722222222222222,0.3972222222222222,0.0,0.0,29.61754385964913
0.2,26,5.895652173913043,55.49907407407407,0.95,0.48518518518518516,0.42777777777777776,0.0,0.0,20.930434782608693
0.2,27,6.774193548387097,37.56018518518518,0.9481481481481482,0.34814814814814815,0.27870370370370373,0.0,0.0,23.46290322580645
0.2,28,7.470588235294118,51.36666666666667,0.9962962962962963,0.29074074074074074,0.29074074074074074,0.0,0.0,26.205042016806722
0.2,29,6.460176991150442,40.75833333333333,0.9296296296296296,0.35648148148148145,0.3490740740740741,0.0,0.0,24.192920353982306
0.2,30,6.344827586206897,54.53981481481482,0.9083333333333333,0.39814814814814814,0.3490740740740741,0.0,0.0,21.32413793103448
0.2,31,7.0085470085470085,40.75555555555555,0.9814814814814815,0.4212962962962963,0.3574074074074074,0.0,0.0,25.514529914529916
0.2,32,7.592920353982301,55.824074074074076,0.975925925925926,0.5009259259259259,0.4064814814814815,0.0,0.0,24.821238938053103
0.2,33,7.07258064516129,39.51481481481481,0.9546296296296296,0.18333333333333332,0.1648148148148148,0.0,0.0,24.53548387096774
0.2,34,7.024793388429752,24.477777777777778,0.8685185185185185,0.30648148148148147,0.2824074074074074,0.0,0.0,22.112396694214876
0.2,35,6.1454545454545455,63.99629629629629,0.975,0.42777777777777776,0.33611111111111114,0.0,0.0,22.372727272727268
0.2,36,6.891666666666667,36.975,0.9388888888888889,0.20555555555555555,0.1537037037037037,0.0,0.0,22.366666666666667
0.2,37,6.931623931623932,41.91481481481482,0.9444444444444444,0.3888888888888889,0.3055555555555556,0.0,0.0,25.574358974358976
0.2,38,5.4576271186440675,43.09166666666667,0.9407407407407408,0.3453703703703704,0.29907407407407405,0.0,0.0,19.13389830508474
0.2,39,6.8053097345132745,56.26111111111111,0.9564814814814815,0.49166666666666664,0.41944444444444445,0.0,0.0,24.989380530973456
0.2,40,7.666666666666667,59.641666666666666,0.9805555555555555,0.3509259259259259,0.3148148148148148,0.0,0.0,27.0017094017094
0.2,41,6.870689655172414,37.964814814814815,0.9666666666666667,0.3287037037037037,0.2712962962962963,0.0,0.0,24.14310344827586
0.2,42,7.6869565217391305,33.480555555555554,0.950925925925926,0.3212962962962963,0.28888888888888886,0.0,0.0,27.426086956521743
0.2,43,7.8655462184873945,42.12777777777778,0.9453703703703704,0.32407407407407407,0.30925925925925923,0.0,0.0,28.25546218487395
0.2,44,7.214285714285714,57.53425925925926,0.9935185185185185,0.1638888888888889,0.14444444444444443,0.0,0.0,22.861904761904757
0.2,45,7.535714285714286,48.92407407407408,0.9935185185185185,0.3851851851851852,0.30185185185185187,0.0,0.0,29.24285714285715
0.2,46,8.39090909090909,57.766666666666666,0.9722222222222222,0.4064814814814815,0.3537037037037037,0.0,0.0,31.28181818181818
0.2,47,7.626086956521739,40.05833333333333,0.9138888888888889,0.3037037037037037,0.2611111111111111,0.0,0.0,26.37391304347826
0.2,48,6.781512605042017,39.93611111111111,0.9814814814814815,0.3425925925925926,0.33425925925925926,0.0,0.0,25.885714285714283
0.2,49,6.717948717948718,50.15555555555556,0.9925925925925926,0.2962962962962963,0.2490740740740741,0.0,0.0,23.941880341880342
0.5,0,3.2363636363636363,205.95185185185184,0.9935185185185185,0.4148148148148148,0.35648148148148145,0.0,0.0,11.736363636363627
0.5,1,5.517543859649122,194.9185185185185,0.9898148148148148,0.35648148148148145,0.30648148148148147,0.0,0.0,19.398245614035087
0.5,2,5.1525423728813555,198.7101851851852,0.9805555555555555,0.2962962962962963,0.2861111111111111,0.0,0.0,16.93898305084745
0.5,3,4.105263157894737,202.26296296296297,0.9925925925925926,0.3296296296296296,0.3037037037037037,0.0,0.0,14.301754385964909
0.5,4,5.173913043478261,205.09259259259258,0.9972222222222222,0.38333333333333336,0.30648148148148147,0.0,0.0,17.652173913043473
0.5,5,4.0,214.41574074074074,0.9842592592592593,0.38333333333333336,0.3490740740740741,0.0,0.0,14.184070796460174
0.5,6,4.4,207.64537037037036,0.9944444444444445,0.5157407407407407,0.39166666666666666,0.0,0.0,15.599999999999993
0.5,7,3.6126126126126126,222.7962962962963,0.9953703703703703,0.3851851851851852,0.30925925925925923,0.0,0.0,13.131531531531525
0.5,8,3.793103448275862,201.52962962962962,0.9953703703703703,0.2462962962962963,0.225,0.0,0.0,14.61724137931034
0.5,9,4.982905982905983,214.99351851851853,0.9962962962962963,0.2740740740740741,0.26851851851851855,0.0,0.0,16.779487179487173
0.5,10,3.5867768595041323,203.51203703703703,0.9814814814814815,0.19444444444444445,0.1814814814814815,0.0,0.0,13.343801652892557
0.5,11,3.7876106194690267,196.34537037037038,0.9805555555555555,0.38425925925925924,0.3138888888888889,0.0,0.0,14.723893805309732
0.5,12,4.267241379310345,196.13611111111112,0.9944444444444445,0.30185185185185187,0.26851851851851855,0.0,0.0,15.263793103448272
0.5,13,4.142857142857143,216.69074074074075,0.9935185185185185,0.22962962962962963,0.22685185185185186,0.0,0.0,14.65042016806722
0.5,14,3.7454545454545456,212.13703703703703,0.9824074074074074,0.5388888888888889,0.46111111111111114,0.0,0.0,13.809090909090902
0.5,15,3.7586206896551726,201.78796296296295,0.987037037037037,0.36018518518518516,0.30925925925925923,0.0,0.0,13.720689655172409
0.5,16,3.965217391304348,220.0435185185185,0.9972222222222222,0.35833333333333334,0.33425925925925926,0.0,0.0,14.434782608695649
0.5,17,4.068965517241379,208.09074074074073,0.9898148148148148,0.35833333333333334,0.3296296296296296,0.0,0.0,15.556896551724133
0.5,18,4.0625,201.25462962962962,0.9962962962962963,0.39444444444444443,0.3861111111111111,0.0,0.0,14.644642857142856
0.5,19,4.0423728813559325,214.57592592592593,0.9925925925925926,0.3037037037037037,0.2833333333333333,0.0,0.0,14.506779661016942
0.5,20,3.4571428571428573,222.98703703703703,0.9879629629629629,0.6185185185185185,0.49444444444444446,0.0,0.0,11.88571428571428
0.5,21,5.033613445378151,203.68425925925925,0.9879629629629629,0.24814814814814815,0.22962962962962963,0.0,0.0,16.936134453781506
0.5,22,3.2148760330578514,211.46296296296296,0.9953703703703703,0.1787037037037037,0.1675925925925926,0.0,0.0,11.757024793388428
0.5,23,4.2956521739130435,190.8037037037037,0.9925925925925926,0.36018518518518516,0.25833333333333336,0.0,0.0,15.017391304347822
0.5,24,3.8230088495575223,203.84166666666667,0.9925925925925926,0.4111111111111111,0.362962962962963,0.0,0.0,13.768141592920351
0.5,25,4.350877192982456,213.4814814814815,0.9907407407407407,0.4398148148148148,0.35185185185185186,0.0,0.0,15.415789473684207
0.5,26,3.252173913043478,211.1962962962963,0.9796296296296296,0.3314814814814815,0.25833333333333336,0.0,0.0,11.765217391304343
0.5,27,4.2727272727272725,187.23888888888888,0.9935185185185185,0.4546296296296296,0.4046296296296296,0.0,0.0,15.099999999999994
0.5,28,4.747967479674797,214.62962962962962,0.9962962962962963,0.19074074074074074,0.16574074074074074,0.0,0.0,17.006504065040648
0.5,29,4.258620689655173,214.89166666666668,0.9944444444444445,0.34444444444444444,0.31666666666666665,0.0,0.0,14.565517241379306
0.5,30,4.547008547008547,205.98796296296297,0.9953703703703703,0.27685185185185185,0.24444444444444444,0.0,0.0,15.856410256410252
0.5,31,3.991228070175439,206.3361111111111,0.9962962962962963,0.3537037037037037,0.3314814814814815,0.0,0.0,14.407017543859645
0.5,32,4.149532710280374,219.52592592592592,0.9962962962962963,0.6037037037037037,0.4935185185185185,0.0,0.0,15.702803738317755
0.5,33,3.8275862068965516,206.5287037037037,0.9824074074074074,0.27314814814814814,0.262037037037037,0.0,0.0,13.462068965517236
0.5,34,3.663793103448276,186.05925925925925,0.9916666666666667,0.3574074074074074,0.3388888888888889,0.0,0.0,14.125862068965512
0.5,35,3.30188679245283,219.30185185185186,0.9814814814814815,0.549074074074074,0.487962962962963,0.0,0.0,12.675471698113203
0.5,36,3.966666666666667,196.15925925925927,0.9805555555555555,0.2212962962962963,0.20092592592592592,0.0,0.0,14.441666666666665
0.5,37,3.8869565217391306,198.99074074074073,0.9861111111111112,0.3509259259259259,0.30925925925925923,0.0,0.0,13.156521739130431
0.5,38,3.2882882882882885,199.53055555555557,0.9935185185185185,0.44074074074074077,0.35648148148148145,0.0,0.0,12.52792792792792
0.5,39,3.8317757009345796,221.38425925925927,0.9972222222222222,0.5527777777777778,0.4564814814814815,0.0,0.0,13.50654205607476
0.5,40,2.544642857142857,212.6,0.9907407407407407,0.44074074074074077,0.36574074074074076,0.0,0.0,10.376785714285713
0.5,41,4.580357142857143,189.4212962962963,0.9842592592592593,0.45740740740740743,0.42777777777777776,0.0,0.0,14.876785714285713
0.5,42,3.7815126050420167,192.12685185185185,0.9907407407407407,0.24722222222222223,0.2074074074074074,0.0,0.0,13.196638655462179
0.5,43,3.3508771929824563,209.82685185185184,0.9916666666666667,0.4388888888888889,0.39444444444444443,0.0,0.0,11.994736842105258
0.5,44,3.3706896551724137,218.05555555555554,0.9944444444444445,0.33055555555555555,0.29444444444444445,0.0,0.0,12.074137931034478
0.5,45,4.678899082568807,192.47592592592594,0.9972222222222222,0.5370370370370371,0.46111111111111114,0.0,0.0,15.306422018348616
0.5,46,4.836206896551724,209.98888888888888,0.9805555555555555,0.35833333333333334,0.3148148148148148,0.0,0.0,17.40172413793103
0.5,47,4.351851851851852,193.31944444444446,0.9972222222222222,0.48703703703703705,0.3972222222222222,0.0,0.0,15.451851851851846
0.5,48,3.3451327433628317,200.32037037037037,0.9935185185185185,0.41203703703703703,0.32685185185185184,0.0,0.0,12.936283185840706
0.5,49,3.6422018348623855,213.9712962962963,0.9907407407407407,0.4685185185185185,0.38425925925925924,0.0,0.0,13.69174311926605
1.0,0,0.990990990990991,475.587962962963,0.9972222222222222,0.18981481481481483,0.1787037037037037,0.0,0.0,3.6000000000000028
1.0,1,0.9904761904761905,481.06203703703704,0.9972222222222222,0.3611111111111111,0.3333333333333333,0.0,0.0,3.6000000000000014
1.0,2,0.9903846153846154,479.01203703703703,0.9972222222222222,0.38425925925925924,0.30925925925925923,0.0,0.0,3.6000000000000014
1.0,3,0.9907407407407407,476.93148148148146,0.9972222222222222,0.2777777777777778,0.23055555555555557,0.0,0.0,3.6000000000000023
1.0,4,0.9904761904761905,478.4527777777778,0.9972222222222222,0.3351851851851852,0.3148148148148148,0.0,0.0,3.6000000000000014
1.0,5,0.990909090909091,477.0472222222222,0.9972222222222222,0.2222222222222222,0.20277777777777778,0.0,0.0,3.6000000000000028
1.0,6,0.9905660377358491,480.2574074074074,0.9972222222222222,0.3333333333333333,0.3,0.0,0.0,3.600000000000002
1.0,7,0.990990990990991,475.52129629629627,0.9972222222222222,0.1814814814814815,0.1787037037037037,0.0,0.0,3.6000000000000028
1.0,8,0.9904761904761905,479.1203703703704,0.9972222222222222,0.3611111111111111,0.275,0.0,0.0,3.6000000000000014
1.0,9,0.9905660377358491,478.9490740740741,0.9972222222222222,0.3333333333333333,0.3194444444444444,0.0,0.0,3.600000000000002
1.0,10,0.990909090909091,477.73055555555555,0.9972222222222222,0.2222222222222222,0.19166666666666668,0.0,0.0,3.6000000000000028
1.0,11,0.9903846153846154,479.7,0.9972222222222222,0.3888888888888889,0.3055555555555556,0.0,0.0,3.6000000000000014
1.0,12,0.9908256880733946,477.27685185185186,0.9972222222222222,0.25,0.24722222222222223,0.0,0.0,3.6000000000000023
1.0,13,0.9907407407407407,477.2935185185185,0.9972222222222222,0.2564814814814815,0.23425925925925925,0.0,0.0,3.6000000000000023
1.0,14,0.990909090909091,477.0722222222222,0.9972222222222222,0.2222222222222222,0.2,0.0,0.0,3.6000000000000028
1.0,15,0.9903846153846154,480.26666666666665,0.9972222222222222,0.3888888888888889,0.3472222222222222,0.0,0.0,3.6000000000000014
1.0,16,0.9902912621359223,479.6212962962963,0.9972222222222222,0.4166666666666667,0.30277777777777776,0.0,0.0,3.6000000000000028
1.0,17,0.9906542056074766,477.6277777777778,0.9972222222222222,0.3055555555555556,0.28055555555555556,0.0,0.0,3.600000000000002
1.0,18,0.9905660377358491,478.0324074074074,0.9972222222222222,0.3333333333333333,0.2916666666666667,0.0,0.0,3.600000000000002
1.0,19,0.9908256880733946,478.32685185185187,0.9972222222222222,0.25,0.21944444444444444,0.0,0.0,3.6000000000000023
1.0,20,0.9906542056074766,477.5027777777778,0.9972222222222222,0.3055555555555556,0.275,0.0,0.0,3.600000000000002
1.0,21,1.0,479.3768518518518,0.9972222222222222,0.3055555555555556,0.30277777777777776,0.0,0.0,3.600000000000002
