lambda,rep,congestion_prom,montevideo_prom,montevideo_freq,viento_prom,viento_freq,tormenta_prom,tormenta_freq,atraso_prom
0.1,49,2.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,9.638095238095238
0.2,0,6.609375,48.08518518518518,0.987037037037037,0.0,0.0,0.0,0.0,23.209375
0.2,1,6.022556390977444,29.93888888888889,0.8722222222222222,0.0,0.0,0.0,0.0,18.660150375939846
0.2,2,6.6923076923076925,31.276851851851852,0.9518518518518518,0.0,0.0,0.0,0.0,20.81538461538461
0.2,3,6.659090909090909,40.78055555555556,0.8564814814814815,0.0,0.0,0.0,0.0,20.312121212121212
0.2,4,4.8396946564885495,30.578703703703702,0.8592592592592593,0.0,0.0,0.0,0.0,17.07328244274809
0.2,5,5.709923664122138,45.019444444444446,0.9333333333333333,0.0,0.0,0.0,0.0,19.50076335877862
0.2,6,7.198473282442748,33.09722222222222,0.9888888888888889,0.0,0.0,0.0,0.0,23.775572519083966
0.2,7,6.572463768115942,26.83240740740741,0.9574074074074074,0.0,0.0,0.0,0.0,20.375362318840576
0.2,8,7.469230769230769,30.372222222222224,0.9444444444444444,0.0,0.0,0.0,0.0,24.03846153846154
0.2,9,6.086614173228346,49.54814814814815,0.9935185185185185,0.0,0.0,0.0,0.0,20.47401574803149
0.2,10,5.661417322834645,41.98888888888889,0.9046296296296297,0.0,0.0,0.0,0.0,19.15905511811023
0.2,11,6.984375,41.025925925925925,0.9675925925925926,0.0,0.0,0.0,0.0,23.443750000000005
0.2,12,6.757575757575758,28.909259259259258,0.95,0.0,0.0,0.0,0.0,21.7590909090909
0.2,13,6.165354330708661,48.285185185185185,0.9638888888888889,0.0,0.0,0.0,0.0,20.395275590551176
0.2,14,6.458015267175573,28.60648148148148,0.8981481481481481,0.0,0.0,0.0,0.0,21.806106870229005
0.2,15,5.951612903225806,41.47037037037037,0.9564814814814815,0.0,0.0,0.0,0.0,20.50322580645161
0.2,16,6.1461538461538465,31.06851851851852,0.9287037037037037,0.0,0.0,0.0,0.0,20.515384615384615
0.2,17,6.947368421052632,31.19537037037037,0.9037037037037037,0.0,0.0,0.0,0.0,23.103759398496234
0.2,18,6.461538461538462,36.50648148148148,0.9472222222222222,0.0,0.0,0.0,0.0,21.70769230769231
0.2,19,6.682539682539683,44.425925925925924,0.9666666666666667,0.0,0.0,0.0,0.0,22.893650793650792
0.2,20,5.9147286821705425,34.025925925925925,0.8944444444444445,0.0,0.0,0.0,0.0,20.762790697674415
0.2,21,5.962121212121212,37.23518518518519,0.9796296296296296,0.0,0.0,0.0,0.0,20.243939393939392
0.2,22,7.428571428571429,27.31388888888889,0.9888888888888889,0.0,0.0,0.0,0.0,23.427067669172928
0.2,23,6.953488372093023,46.75,0.9657407407407408,0.0,0.0,0.0,0.0,21.460465116279067
0.2,24,6.984251968503937,39.669444444444444,0.9537037037037037,0.0,0.0,0.0,0.0,23.39527559055118
0.2,25,6.387096774193548,43.91481481481482,0.9324074074074075,0.0,0.0,0.0,0.0,20.720967741935482
0.2,26,5.67175572519084,33.77407407407407,0.9111111111111111,0.0,0.0,0.0,0.0,19.355725190839696
0.2,27,6.901515151515151,41.217592592592595,0.9287037037037037,0.0,0.0,0.0,0.0,22.425757575757576
0.2,28,7.742424242424242,37.273148148148145,0.9666666666666667,0.0,0.0,0.0,0.0,24.71363636363636
0.2,29,6.109375,34.75555555555555,0.8777777777777778,0.0,0.0,0.0,0.0,20.654687500000005
0.2,30,6.4471544715447155,47.462037037037035,0.9953703703703703,0.0,0.0,0.0,0.0,22.648780487804874
0.2,31,6.6923076923076925,24.955555555555556,0.8777777777777778,0.0,0.0,0.0,0.0,22.284615384615385
0.2,32,6.432,26.352777777777778,0.8138888888888889,0.0,0.0,0.0,0.0,21.791999999999998
0.2,33,6.728682170542636,34.95185185185185,0.9712962962962963,0.0,0.0,0.0,0.0,21.69302325581395
0.2,34,7.5396825396825395,46.15277777777778,0.9555555555555556,0.0,0.0,0.0,0.0,25.004761904761907
0.2,35,6.596899224806202,32.852777777777774,0.9175925925925926,0.0,0.0,0.0,0.0,22.35968992248062
0.2,36,6.651162790697675,33.76203703703704,0.9768518518518519,0.0,0.0,0.0,0.0,23.638759689922477
0.2,37,7.092307692307692,37.01574074074074,0.9101851851851852,0.0,0.0,0.0,0.0,22.15384615384615
0.2,38,6.181102362204724,38.245370370370374,0.9546296296296296,0.0,0.0,0.0,0.0,21.725984251968498
0.2,39,7.1692307692307695,43.59814814814815,0.9527777777777777,0.0,0.0,0.0,0.0,22.576923076923077
0.2,40,6.0962962962962965,28.85462962962963,0.9287037037037037,0.0,0.0,0.0,0.0,21.414814814814807
0.2,41,5.606060606060606,18.50462962962963,0.9462962962962963,0.0,0.0,0.0,0.0,18.493939393939385
0.2,42,7.147286821705427,56.37314814814815,0.9685185185185186,0.0,0.0,0.0,0.0,23.53798449612403
0.2,43,6.393939393939394,37.94074074074074,0.9277777777777778,0.0,0.0,0.0,0.0,20.57727272727272
0.2,44,5.007575757575758,47.400925925925925,0.9694444444444444,0.0,0.0,0.0,0.0,16.925757575757576
0.2,45,6.681818181818182,41.074074074074076,0.9916666666666667,0.0,0.0,0.0,0.0,20.84999999999999
0.2,46,6.530769230769231,39.54351851851852,0.9388888888888889,0.0,0.0,0.0,0.0,21.1
0.2,47,6.267716535433071,37.648148148148145,0.9083333333333333,0.0,0.0,0.0,0.0,20.348031496062987
0.2,48,6.99236641221374,33.303703703703704,0.9333333333333333,0.0,0.0,0.0,0.0,23.51603053435114
0.2,49,5.271317829457364,43.574074074074076,0.9314814814814815,0.0,0.0,0.0,0.0,18.6
0.5,0,3.7857142857142856,200.83333333333334,0.9879629629629629,0.0,0.0,0.0,0.0,13.16349206349206
0.5,1,4.28125,188.23425925925926,0.9712962962962963,0.0,0.0,0.0,0.0,14.826562499999998
0.5,2,3.8031496062992125,203.86111111111111,0.9972222222222222,0.0,0.0,0.0,0.0,12.74960629921259
0.5,3,3.9285714285714284,196.84537037037038,0.9972222222222222,0.0,0.0,0.0,0.0,14.3063492063492
0.5,4,3.9921259842519685,195.2490740740741,0.9805555555555555,0.0,0.0,0.0,0.0,14.22204724409448
0.5,5,4.37984496124031,202.59722222222223,0.9962962962962963,0.0,0.0,0.0,0.0,15.282170542635656
0.5,6,4.3359375,199.60462962962964,0.9925925925925926,0.0,0.0,0.0,0.0,14.7484375
0.5,7,3.7903225806451615,196.80462962962963,0.9768518518518519,0.0,0.0,0.0,0.0,13.882258064516122
0.5,8,3.888888888888889,204.01203703703703,0.9953703703703703,0.0,0.0,0.0,0.0,14.07619047619047
0.5,9,3.338582677165354,185.85185185185185,0.9962962962962963,0.0,0.0,0.0,0.0,12.316535433070857
0.5,10,4.1640625,196.65740740740742,0.9861111111111112,0.0,0.0,0.0,0.0,14.764062499999998
0.5,11,4.070866141732283,200.09444444444443,0.987037037037037,0.0,0.0,0.0,0.0,14.080314960629916
0.5,12,4.5813953488372094,189.36481481481482,0.9879629629629629,0.0,0.0,0.0,0.0,15.607751937984498
0.5,13,3.492063492063492,213.125,0.9925925925925926,0.0,0.0,0.0,0.0,13.203174603174597
0.5,14,3.7777777777777777,196.05925925925925,0.9768518518518519,0.0,0.0,0.0,0.0,13.473015873015866
0.5,15,3.9285714285714284,188.7101851851852,0.9833333333333333,0.0,0.0,0.0,0.0,13.814285714285706
0.5,16,4.2204724409448815,206.20185185185184,0.9925925925925926,0.0,0.0,0.0,0.0,14.576377952755898
0.5,17,3.4609375,190.41944444444445,0.9944444444444445,0.0,0.0,0.0,0.0,12.865624999999998
0.5,18,3.6850393700787403,186.54074074074074,0.9888888888888889,0.0,0.0,0.0,0.0,13.37165354330708
0.5,19,5.0390625,190.92777777777778,0.9925925925925926,0.0,0.0,0.0,0.0,16.2875
0.5,20,4.426356589147287,195.23055555555555,0.9888888888888889,0.0,0.0,0.0,0.0,15.181395348837206
0.5,21,3.9603174603174605,204.85462962962964,0.9953703703703703,0.0,0.0,0.0,0.0,14.480952380952376
0.5,22,4.9147286821705425,185.39074074074074,0.9907407407407407,0.0,0.0,0.0,0.0,16.910077519379843
0.5,23,4.453125,189.98981481481482,0.9694444444444444,0.0,0.0,0.0,0.0,15.443749999999998
0.5,24,4.5390625,200.52407407407406,0.9944444444444445,0.0,0.0,0.0,0.0,15.693749999999998
0.5,25,3.6904761904761907,201.81296296296296,0.9740740740740741,0.0,0.0,0.0,0.0,13.504761904761898
0.5,26,4.3828125,199.05185185185186,0.9953703703703703,0.0,0.0,0.0,0.0,14.435937500000001
0.5,27,2.8461538461538463,202.83333333333334,0.9953703703703703,0.0,0.0,0.0,0.0,10.87692307692308
0.5,28,4.275590551181103,186.4185185185185,0.9805555555555555,0.0,0.0,0.0,0.0,14.844094488188968
0.5,29,4.093023255813954,200.95833333333334,0.9935185185185185,0.0,0.0,0.0,0.0,14.003100775193799
0.5,30,4.369230769230769,212.64074074074074,0.9953703703703703,0.0,0.0,0.0,0.0,14.853846153846153
0.5,31,4.28125,193.7861111111111,0.9796296296296296,0.0,0.0,0.0,0.0,15.2953125
0.5,32,3.8828125,193.88518518518518,0.987037037037037,0.0,0.0,0.0,0.0,13.670312499999998
0.5,33,3.78125,199.29166666666666,0.9953703703703703,0.0,0.0,0.0,0.0,13.412499999999998
0.5,34,3.7890625,216.57222222222222,0.9972222222222222,0.0,0.0,0.0,0.0,13.373437499999998
0.5,35,3.5118110236220472,191.36574074074073,0.9953703703703703,0.0,0.0,0.0,0.0,13.26929133858267
0.5,36,2.912,196.0074074074074,0.9972222222222222,0.0,0.0,0.0,0.0,10.999999999999993
0.5,37,3.4921875,186.75555555555556,0.9787037037037037,0.0,0.0,0.0,0.0,13.185937499999998
0.5,38,4.209302325581396,214.82592592592593,0.987037037037037,0.0,0.0,0.0,0.0,13.910077519379845
0.5,39,4.635658914728682,192.34722222222223,0.9851851851851852,0.0,0.0,0.0,0.0,15.421705426356588
0.5,40,3.763779527559055,180.85833333333332,0.9962962962962963,0.0,0.0,0.0,0.0,13.245669291338578
0.5,41,4.392,188.15462962962962,0.9962962962962963,0.0,0.0,0.0,0.0,15.399999999999997
0.5,42,4.375,199.97685185185185,0.9925925925925926,0.0,0.0,0.0,0.0,15.1546875
0.5,43,4.349206349206349,196.47685185185185,0.9861111111111112,0.0,0.0,0.0,0.0,15.433333333333328
0.5,44,4.75968992248062,217.2712962962963,0.9898148148148148,0.0,0.0,0.0,0.0,16.553488372093025
0.5,45,3.3307086614173227,216.0574074074074,0.9916666666666667,0.0,0.0,0.0,0.0,12.450393700787393
0.5,46,4.4296875,202.92777777777778,0.9814814814814815,0.0,0.0,0.0,0.0,14.514062499999998
0.5,47,4.330708661417323,202.88703703703703,0.9888888888888889,0.0,0.0,0.0,0.0,14.977952755905507
0.5,48,3.5511811023622046,207.01203703703703,0.9935185185185185,0.0,0.0,0.0,0.0,11.922834645669283
0.5,49,3.795275590551181,203.1,0.9888888888888889,0.0,0.0,0.0,0.0,13.7259842519685
1.0,0,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,1,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,2,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,3,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,4,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,5,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,6,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,7,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,8,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,9,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,10,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,11,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,12,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,13,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,14,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,15,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,16,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,17,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,18,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,19,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,20,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,21,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,22,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,23,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,24,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,25,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,26,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,27,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,28,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,29,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,30,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,31,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,32,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,33,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,34,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,35,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,36,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,37,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,38,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,39,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,40,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,41,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,42,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,43,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,44,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,45,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,46,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,47,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,48,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
1.0,49,0.9915254237288136,473.1601851851852,0.9972222222222222,0.0,0.0,0.0,0.0,3.6000000000000023
